City,latitude,Longitude,Maxtemp,Humidity,Cloudiness,Windspeed,Country,Date
Nikolskoye,59.7,30.79,23.0,35,0,7.0,RU,1594999642
Cabo San Lucas,22.89,-109.91,31.11,37,5,1.5,MX,1594999803
Saint Anthony,45.02,-93.22,28.33,65,75,3.6,US,1594999746
Saint Paul Harbor,57.79,-152.41,13.0,93,90,0.32,US,1594999927
Chokurdakh,70.63,147.92,4.29,77,2,3.3,RU,1594999927
Cayenne,4.93,-52.33,32.0,55,98,3.1,GF,1594999927
Bathsheba,13.22,-59.52,32.0,62,40,7.2,BB,1594999639
Kiryat Gat,31.61,34.76,29.44,60,0,0.45,IL,1594999928
Iqaluit,63.75,-68.51,10.0,100,90,2.6,CA,1594999928
Mporokoso,-9.37,30.12,15.1,49,0,4.64,ZM,1594999928
Saint-Pierre,-21.34,55.48,22.0,68,90,6.7,RE,1594999840
Khatanga,71.97,102.5,4.44,93,100,6.71,RU,1594999928
Esim,4.87,-2.24,25.65,78,88,5.1,GH,1594999928
Prince Rupert,54.32,-130.32,12.0,93,90,1.0,CA,1594999782
Venice,27.1,-82.45,31.11,66,75,4.1,US,1594999711
Margate,51.38,1.39,26.11,61,42,1.34,GB,1594999671
Fortuna,40.6,-124.16,14.44,100,90,2.26,US,1594999929
Praia,14.92,-23.51,29.0,51,40,5.7,CV,1594999833
Haines Junction,60.75,-137.51,11.8,69,100,2.48,CA,1594999929
Puerto Ayora,-0.74,-90.35,24.0,64,95,5.7,EC,1594999654
Neiafu,-18.65,-173.98,25.0,94,75,4.6,TO,1594999668
Ancud,-41.87,-73.82,10.56,100,90,5.7,CL,1594999929
Kananga,-5.9,22.42,29.75,27,7,1.52,CD,1594999929
Jalu,29.03,21.55,38.13,17,0,6.55,LY,1594999929
Beloha,-25.17,45.05,16.59,79,15,2.32,MG,1594999929
Vestmannaeyjar,63.44,-20.27,9.0,70,40,9.3,IS,1594999930
Fallon,39.47,-118.78,28.33,26,1,2.6,US,1594999666
Sechura,-5.56,-80.82,19.81,67,0,3.55,PE,1594999727
Nogales,31.31,-110.94,28.33,51,90,1.5,MX,1594999930
Sistranda,63.73,8.83,15.0,87,75,6.2,NO,1594999930
Touros,-5.2,-35.46,27.0,74,40,5.1,BR,1594999930
Aklavik,68.22,-135.01,12.0,87,75,2.1,CA,1594999930
Ulladulla,-35.35,150.47,11.0,81,90,2.6,AU,1594999930
Santa Luzia,-19.77,-43.85,23.0,60,20,2.1,BR,1594999930
Adamantas,36.73,24.43,27.0,39,0,9.8,GR,1594999930
Novokruchininskiy,51.78,113.77,15.0,58,5,3.0,RU,1594999930
Port Keats,-14.25,129.55,20.12,34,0,2.51,AU,1594999930
George Town,5.41,100.34,28.89,100,20,1.5,MY,1594999813
Buala,-8.14,159.59,26.63,78,100,1.82,SB,1594999930
Thompson,55.74,-97.86,18.0,68,40,1.0,CA,1594999930
Berezovyy,51.67,135.7,18.59,85,67,0.44,RU,1594999930
Tabat,-2.63,115.23,23.33,96,15,0.68,ID,1594999931
Rogongon,8.23,124.33,23.89,89,97,3.13,PH,1594999931
Owando,-0.48,15.9,28.35,64,73,1.36,CG,1594999931
Tuatapere,-46.13,167.68,1.67,88,30,1.33,NZ,1594999660
Río Cuarto,-33.13,-64.35,17.0,33,37,11.3,AR,1594999931
Imbituba,-28.24,-48.67,22.0,64,10,2.1,BR,1594999931
Faanui,-16.48,-151.75,25.22,77,10,3.96,PF,1594999931
Saint-Augustin,51.23,-58.65,25.25,29,100,3.66,CA,1594999931
Māngrol,21.12,70.12,29.09,84,46,5.84,IN,1594999931
Kalemie,-5.95,29.19,21.62,62,59,5.13,CD,1594999932
Nishihara,26.18,127.76,28.0,83,40,3.6,JP,1594999932
Verkhnyaya Inta,65.98,60.31,15.86,90,100,4.87,RU,1594999932
Port Alfred,-33.59,26.89,18.2,42,0,4.99,ZA,1594999932
Santa Fe,-31.63,-60.7,10.0,97,100,4.02,AR,1594999634
Ningxiang,37.34,111.21,18.32,73,10,1.05,CN,1594999932
Loa Janan,-0.58,117.09,23.61,97,1,0.68,ID,1594999932
Kochi,9.94,76.26,27.0,83,75,1.5,IN,1594999932
São Filipe,14.9,-24.5,24.71,76,99,4.35,CV,1594999932
Ternate,0.8,127.4,26.69,78,41,0.61,ID,1594999932
Beaverlodge,55.22,-119.44,15.0,82,75,4.1,CA,1594999932
Mount Isa,-20.73,139.5,10.0,31,45,4.94,AU,1594999932
Barrow,71.29,-156.79,1.0,80,90,7.7,US,1594999889
Ormara,25.21,64.64,30.19,69,100,7.04,PK,1594999933
Elko,41.0,-115.5,23.33,29,0,0.89,US,1594999933
Umluj,25.02,37.27,31.75,50,0,2.43,SA,1594999933
Dikson,73.51,80.55,5.18,96,36,4.43,RU,1594999933
Nyaunglebin,17.95,96.73,25.57,92,100,2.34,MM,1594999933
Sungai Raya,0.7,108.9,26.19,83,100,0.94,ID,1594999933
Coquimbo,-29.95,-71.34,12.0,71,75,1.5,CL,1594999933
Dabakala,8.37,-4.43,28.13,71,48,2.7,CI,1594999934
Ntungamo,-0.88,29.65,22.19,56,100,0.52,UG,1594999934
Upernavik,72.79,-56.15,7.87,66,5,2.03,GL,1594999934
Cody,44.53,-109.06,26.0,27,1,1.5,US,1594999711
Svarstad,59.4,9.97,18.89,77,75,8.2,NO,1594999934
Mossamedes,-15.2,12.15,26.31,34,13,4.41,AO,1594999934
Bauchi,10.5,10.0,26.15,76,100,0.07,NG,1594999934
Yamada,39.47,141.95,18.41,91,100,1.52,JP,1594999934
Qaanaaq,77.48,-69.36,7.29,60,99,4.42,GL,1594999637
San-Pédro,4.75,-6.64,26.18,72,45,5.25,CI,1594999935
Dhulian,24.68,87.97,30.11,75,82,4.28,IN,1594999935
New Norfolk,-42.78,147.06,2.78,91,85,1.28,AU,1594999637
Shumskiy,54.83,99.13,13.36,73,75,2.44,RU,1594999935
Castro,-24.79,-50.01,22.29,54,55,2.03,BR,1594999935
Khandyga,62.67,135.6,17.97,60,7,1.39,RU,1594999935
Malanje,-9.54,16.34,26.0,47,40,3.6,AO,1594999936
Santa Cruz de la Sierra,-17.8,-63.17,29.0,66,20,5.1,BO,1594999803
Tual,-5.67,132.75,26.08,85,12,7.41,ID,1594999936
Çumra,37.57,32.77,30.0,30,20,3.1,TR,1594999936
Witu,-2.39,40.44,23.97,59,70,9.03,KE,1594999936
Saint George,37.1,-113.58,30.56,23,1,1.5,US,1594999789
Virginia Beach,36.85,-75.98,31.11,63,46,0.89,US,1594999769
Dondo,-19.61,34.74,20.0,77,75,8.2,MZ,1594999936
Egvekinot,66.32,-179.17,10.35,100,100,0.87,RU,1594999936
Calamar,10.25,-74.91,32.0,70,40,2.1,CO,1594999936
Larsnes,62.2,5.58,16.11,76,75,6.2,NO,1594999936
Andros,37.83,24.93,27.22,43,0,4.02,GR,1594999937
Arrondissement d'Ajaccio,42.0,8.92,26.0,57,42,5.7,FR,1594999775
Soure,-0.72,-48.52,29.42,63,59,3.6,BR,1594999937
Hamilton,39.18,-84.53,29.44,61,40,2.1,US,1594999937
Palauig,15.44,119.9,27.91,76,76,2.19,PH,1594999937
Sakaiminato,35.55,133.23,23.0,88,75,4.6,JP,1594999937
Nassau,40.75,-73.58,23.33,83,90,4.6,US,1594999824
Kokopo,-4.35,152.26,25.03,84,80,2.08,PG,1594999938
Soldotna,60.49,-151.06,12.78,93,75,1.06,US,1594999938
Codrington,-38.27,141.97,8.24,74,100,6.27,AU,1594999938
Carutapera,-1.2,-46.02,29.4,66,55,2.66,BR,1594999663
Padang,-0.95,100.35,26.36,80,47,1.8,ID,1594999938
Mandalgovi,45.76,106.27,14.74,49,80,4.48,MN,1594999683
Lebu,-37.62,-73.65,11.82,89,96,8.36,CL,1594999652
Fort Nelson,58.81,-122.7,14.0,93,90,1.5,CA,1594999705
Doka,13.52,35.77,27.78,63,100,2.78,SD,1594999938
Flagstaff,35.2,-111.65,23.33,43,20,4.1,US,1594999747
Sola,-13.88,167.55,26.07,89,38,7.29,VU,1594999938
Talnakh,69.49,88.4,11.0,71,75,6.0,RU,1594999938
Khani,41.96,42.96,28.0,65,75,7.7,GE,1594999939
Lev Tolstoy,53.21,39.45,23.0,43,95,5.0,RU,1594999939
Torbay,47.67,-52.73,11.67,100,90,8.2,CA,1594999939
Mitchell,43.71,-98.03,28.0,69,1,5.1,US,1594999939
San Quintín,30.48,-115.95,21.48,73,19,3.59,MX,1594999939
Tautira,-17.73,-149.15,22.0,88,17,3.1,PF,1594999940
Alyangula,-13.85,136.42,15.0,93,1,0.5,AU,1594999654
Puerto Escondido,15.85,-97.07,28.0,74,75,2.1,MX,1594999940
Pahrump,36.21,-115.98,32.78,18,0,0.45,US,1594999940
Saryg-Sep,51.5,95.6,15.7,58,46,1.1,RU,1594999940
Kruisfontein,-34.0,24.73,14.21,33,0,1.99,ZA,1594999940
Zemio,5.03,25.14,23.92,91,100,1.88,CF,1594999826
Klaksvík,62.23,-6.59,11.0,87,26,10.8,FO,1594999940
Itaituba,-4.28,-55.98,32.0,62,20,4.1,BR,1594999682
Severo-Kuril'sk,50.68,156.12,10.06,91,75,2.67,RU,1594999940
Grindavik,63.84,-22.43,9.0,76,75,11.3,IS,1594999940
Boone,39.03,-92.33,30.0,70,1,1.5,US,1594999941
Lewisporte,49.25,-55.05,22.22,32,20,4.6,CA,1594999941
Olavarría,-36.89,-60.32,11.67,74,100,2.68,AR,1594999941
Waingapu,-9.66,120.26,23.35,85,0,2.63,ID,1594999942
Marabu,4.41,114.01,26.0,94,40,1.0,MY,1594999942
Thyolo,-16.07,35.14,12.22,100,99,2.51,MW,1594999942
Cabra,37.47,-4.44,37.78,23,25,1.79,ES,1594999942
Baykit,61.67,96.37,11.05,68,100,4.41,RU,1594999942
Danielskuil,-28.19,23.54,9.75,34,0,2.02,ZA,1594999942
Arraial do Cabo,-22.97,-42.03,24.0,64,20,7.2,BR,1594999942
Río Gallegos,-51.62,-69.22,-6.0,100,90,0.5,AR,1594999942
Lavrentiya,65.58,-171.0,8.64,74,0,0.98,RU,1594999943
Moroni,-11.7,43.26,26.0,65,20,3.1,KM,1594999943
Poum,-20.23,164.02,21.03,58,0,5.93,NC,1594999844
Biak,-0.91,122.88,24.56,83,8,1.77,ID,1594999867
Kavieng,-2.57,150.8,27.85,72,90,1.69,PG,1594999943
Ayorou,14.73,0.92,35.64,34,67,2.03,NE,1594999817
Okhotsk,59.38,143.3,12.76,91,98,1.34,RU,1594999943
Chateaubelair,13.28,-61.25,30.0,74,75,2.6,VC,1594999943
Lorengau,-2.02,147.27,27.98,71,15,3.19,PG,1594999943
Havelock,34.88,-76.9,32.22,56,1,2.1,US,1594999943
Lethem,3.38,-59.8,30.29,63,65,1.9,GY,1594999943
Mayor Pablo Lagerenza,-19.93,-60.77,34.85,28,14,6.28,PY,1594999944
Musoma,-1.5,33.8,27.0,34,93,4.1,TZ,1594999944
Mbini,1.57,9.61,24.7,83,100,4.47,GQ,1594999944
Dillon,34.42,-79.37,31.67,62,1,0.04,US,1594999944
Gizo Government Station,-8.1,156.84,27.72,80,17,6.62,SB,1594999944
Souillac,-20.52,57.52,21.0,83,40,5.7,MU,1594999944
Berlevåg,70.86,29.09,20.0,52,98,7.7,NO,1594999692
Cherskiy,68.75,161.3,5.75,83,100,4.7,RU,1594999944
Burlington,39.88,-74.64,26.67,78,75,5.7,US,1594999850
Leningradskiy,69.38,178.42,3.26,88,5,6.14,RU,1594999945
Chernyshevsk,52.52,117.02,15.17,89,19,1.65,RU,1594999945
Pangnirtung,66.15,-65.71,20.0,49,90,7.2,CA,1594999945
Camacha,33.08,-16.33,24.0,64,20,6.2,PT,1594999945
Sinnamary,5.38,-52.95,29.21,71,82,4.76,GF,1594999945
Linxia Chengguanzhen,35.6,103.21,14.37,86,100,3.13,CN,1594999945
Mwene-Ditu,-7.0,23.45,26.02,31,89,1.61,CD,1594999945
Abu Samrah,35.3,37.18,31.09,23,0,7.41,SY,1594999945
Dubbo,-32.25,148.62,5.0,93,0,4.6,AU,1594999829
Patea,-39.76,174.48,9.44,97,96,1.34,NZ,1594999945
Rocha,-34.48,-54.33,16.57,74,4,6.15,UY,1594999945
Licheng,23.3,113.83,31.11,62,75,6.0,CN,1594999945
Huntsville,34.73,-86.59,32.22,70,1,1.5,US,1594999945
Clyde River,70.47,-68.59,7.0,81,75,7.7,CA,1594999946
Lengshuijiang,27.69,111.43,26.61,78,100,1.43,CN,1594999946
Oeiras,-7.03,-42.13,33.15,28,0,4.86,BR,1594999946
Quatre Cocos,-20.21,57.76,21.11,83,40,5.7,MU,1594999871
Bājitpur,24.22,90.95,28.32,84,96,4.02,BD,1594999757
West Springfield,42.11,-72.62,20.0,100,90,2.6,US,1594999744
Monrovia,6.3,-10.8,26.0,88,75,2.6,LR,1594999758
Maragogi,-9.01,-35.22,25.95,79,9,6.74,BR,1594999946
Adwa,14.16,38.9,17.83,78,96,1.8,ET,1594999946
Mahon,39.89,4.27,25.0,57,40,5.1,ES,1594999946
Nautla,20.22,-96.78,31.06,54,3,0.76,MX,1594999946
Provincia di Imperia,43.97,7.78,26.0,74,40,2.1,IT,1594999946
Maceió,-9.67,-35.74,26.0,78,75,4.1,BR,1594999604
Huarmey,-10.07,-78.15,19.14,64,50,4.24,PE,1594999946
Hendek,40.8,30.75,25.0,73,75,4.6,TR,1594999946
Trincomalee,8.57,81.23,28.95,73,100,2.24,LK,1594999947
Bainbridge Island,47.63,-122.52,15.0,87,90,1.57,US,1594999947
Buin,-33.73,-70.75,9.0,87,90,1.5,CL,1594999947
Yinchuan,38.47,106.27,25.99,40,100,1.68,CN,1594999947
Matias Barbosa,-21.87,-43.32,21.11,73,56,1.58,BR,1594999947
Nome,64.5,-165.41,13.0,87,75,2.16,US,1594999947
Ayan,56.45,138.17,11.22,96,100,1.15,RU,1594999947
Muros,42.78,-9.06,34.44,27,0,4.1,ES,1594999947
Vila Velha,-20.33,-40.29,25.0,61,20,3.6,BR,1594999902
Inhambane,-23.86,35.38,21.0,64,75,5.1,MZ,1594999948
Gannan,47.91,123.5,21.62,81,41,0.91,CN,1594999948
Vogar,63.98,-22.39,9.0,76,75,11.3,IS,1594999948
Kutum,14.2,24.67,30.27,33,55,1.38,SD,1594999948
Ilhabela,-23.78,-45.36,21.45,76,39,2.74,BR,1594999948
Bandundu Province,-3.32,17.37,31.58,41,65,0.95,CD,1594999948
Port-Gentil,-0.72,8.78,26.0,78,75,5.82,GA,1594999948
Omboué,-1.57,9.26,24.14,83,99,4.62,GA,1594999948
Luena,-11.78,19.92,22.0,43,1,5.1,AO,1594999948
Ferme-Neuve,46.7,-75.45,27.2,43,34,2.39,CA,1594999949
Vanimo,-2.67,141.3,25.92,80,98,0.73,PG,1594999949
Olafsvik,64.89,-23.71,7.14,81,92,15.26,IS,1594999949
Paris,48.85,2.35,26.11,44,40,1.5,FR,1594999289
Bulungu,-4.55,18.6,32.24,29,20,1.13,CD,1594999949
Safaga,26.73,33.94,31.8,41,0,4.39,EG,1594999882
Honiara,-9.43,159.95,24.0,94,40,1.44,SB,1594999949
Bambous Virieux,-20.34,57.76,21.11,83,40,5.7,MU,1594999949
Port Lincoln,-34.73,135.87,14.7,47,100,7.23,AU,1594999667
Crateús,-5.18,-40.68,32.99,25,0,4.15,BR,1594999949
Khryashchevka,53.81,49.09,24.0,47,33,4.0,RU,1594999949
Djambala,-2.54,14.75,25.35,62,85,3.96,CG,1594999949
Sinop Province,41.77,34.87,26.0,61,15,4.1,TR,1594999950
Nago,26.59,127.98,27.0,88,90,1.5,JP,1594999950
Republic,37.12,-93.48,25.0,94,75,4.6,US,1594999950
Vestmanna,62.16,-7.17,11.0,87,27,10.8,FO,1594999950
Fuerte,17.54,120.36,28.0,76,66,1.8,PH,1594999950
Ichinoseki,38.92,141.13,17.29,95,100,0.71,JP,1594999950
Dunedin,-45.87,170.5,5.56,82,61,2.24,NZ,1594999950
Aripuanã,-9.17,-60.63,35.29,29,0,1.31,BR,1594999950
Posse,-14.09,-46.37,27.77,30,0,3.82,BR,1594999950
Mackay,-21.15,149.2,8.0,87,0,2.6,AU,1594999950
Marsaxlokk,35.84,14.54,28.0,58,20,7.2,MT,1594999951
Kahului,20.89,-156.47,23.33,78,1,2.6,US,1594999951
Mitsamiouli,-11.38,43.28,26.0,65,20,3.1,KM,1594999829
Albury,-36.08,146.92,2.78,100,0,1.52,AU,1594999802
Paamiut,61.99,-49.67,8.44,67,13,5.02,GL,1594999951
Pachino,36.72,15.09,29.44,49,4,3.13,IT,1594999951
Bossangoa,6.49,17.46,26.04,81,35,0.79,CF,1594999951
Norman Wells,65.28,-126.83,16.0,87,40,1.5,CA,1594999671
Cherëmukhovo,60.35,59.99,17.35,97,81,0.04,RU,1594999951
Nouakchott,18.09,-15.98,29.0,62,1,6.2,MR,1594999951
Carnot,4.94,15.87,25.62,83,98,0.55,CF,1594999952
Kyren,51.68,102.14,11.28,78,43,0.34,RU,1594999952
Lukaya,-0.15,31.87,22.0,64,20,8.2,UG,1594999952
San Rafael,-34.62,-68.33,13.41,41,9,5.62,AR,1594999652
Nuevo San Carlos,14.6,-91.7,26.0,78,40,1.82,GT,1594999952
Sitka,57.05,-135.33,13.0,87,90,2.1,US,1594999952
Poronaysk,49.22,143.12,15.1,97,100,0.55,RU,1594999952
Palencia,42.42,-4.5,28.33,26,0,3.58,ES,1594999952
Asău,46.43,26.4,23.89,63,47,0.91,RO,1594999952
Matara,5.95,80.54,26.84,81,96,5.51,LK,1594999953
Anadyr,64.75,177.48,7.0,93,20,1.0,RU,1594999683
Oranjemund,-28.55,16.43,21.93,23,0,3.65,NA,1594999953
Yenagoa,4.92,6.26,25.41,87,83,2.34,NG,1594999953
Sandy Bay,-42.91,147.35,4.0,93,76,4.6,AU,1594999953
Mabaruma,8.2,-59.78,33.12,49,19,1.72,GY,1594999953
Lormi,22.28,81.73,31.89,54,94,1.64,IN,1594999953
Vardø,70.37,31.11,13.0,82,83,6.7,NO,1594999953
Seminole,28.71,-81.21,32.78,68,27,0.89,US,1594999953
Praia da Vitória,38.73,-27.07,23.0,73,75,5.62,PT,1594999830
Longyan,25.11,117.02,25.36,79,92,1.23,CN,1594999954
Port Hawkesbury,45.62,-61.35,21.67,42,1,1.5,CA,1594999954
Longyearbyen,78.22,15.64,11.0,71,20,2.6,SJ,1594999954
Mpika,-11.83,31.45,10.67,64,59,3.64,ZM,1594999954
Black Forest,39.01,-104.7,25.0,36,1,3.2,US,1594999794
Livingstonia,-10.61,34.11,12.65,79,62,4.86,MW,1594999954
Kavaratti,10.57,72.64,28.36,80,100,8.91,IN,1594999954
Jacarezinho,-23.16,-49.97,27.18,51,7,0.45,BR,1594999954
Arlit,18.74,7.39,35.37,29,16,7.3,NE,1594999954
Yaan,7.38,8.57,24.84,81,99,2.74,NG,1594999852
Brodowski,-20.98,-47.66,28.0,34,20,4.1,BR,1594999954
Mathbaria,22.29,89.96,28.39,85,91,3.55,BD,1594999955
Bowmore,34.94,-79.3,31.11,58,1,2.1,US,1594999955
Nantucket,41.28,-70.1,19.0,82,90,3.6,US,1594999955
Avera,33.19,-82.53,31.0,58,75,1.5,US,1594999873
Porto-Novo,6.5,2.6,27.0,78,40,4.1,BJ,1594999673
Caravelas,-17.71,-39.25,23.6,61,99,3.94,BR,1594999955
Sorong,-0.88,131.25,25.52,86,91,2.81,ID,1594999955
Olinda,-8.01,-34.86,27.0,78,40,7.2,BR,1594999955
Tashara,55.52,83.51,16.02,68,0,2.61,RU,1594999955
Lebedyn,50.59,34.48,21.38,70,71,2.69,UA,1594999955
Kumsi,14.07,75.4,21.11,93,100,4.67,IN,1594999955
Chabahar,25.29,60.64,30.87,78,24,5.12,IR,1594999956
Teguise,29.06,-13.56,26.0,74,20,2.6,ES,1594999956
Sibolga,1.74,98.78,24.82,84,76,1.85,ID,1594999832
Mendoza,-32.89,-68.83,12.0,36,1,2.1,AR,1594999831
Nevinnomyssk,44.63,41.95,20.0,88,40,4.0,RU,1594999956
Roald,62.58,6.13,14.44,82,75,6.7,NO,1594999956
Capitão Poço,-1.75,-47.06,29.8,63,59,2.61,BR,1594999956
Rafai,4.95,23.92,24.55,80,100,1.95,CF,1594999726
Mollendo,-17.02,-72.01,16.12,75,100,2.93,PE,1594999956
Viedma,-40.81,-63.0,13.91,55,100,8.16,AR,1594999956
Sol'-Iletsk,51.16,54.99,29.53,33,71,4.17,RU,1594999956
Port Augusta,-32.5,137.77,14.0,44,92,5.1,AU,1594999957
Huambo,-12.78,15.74,22.0,30,7,4.1,AO,1594999957
College,64.86,-147.8,13.0,93,75,0.47,US,1594999957
Shafter,35.5,-119.27,26.67,41,1,1.5,US,1594999952
Dawei,14.08,98.2,25.8,87,60,0.4,MM,1594999957
Port Hedland,-20.32,118.57,16.0,77,0,2.6,AU,1594999957
Ōdachō-ōda,35.18,132.5,21.35,86,23,1.83,JP,1594999665
Yining,29.04,114.56,26.47,80,100,0.72,CN,1594999957
